Time,Day,Hour,Min,10->11, Event, Episode No, Duration, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI,,hist, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI Diff, Flow Diff
40435,28,1,55,,0,0,0,0,71.199997,0,0,91.292137,,,26.400002,62.796669,0.383009,1046.080078,-12.484406,-26.400002
40440,28,2,0,,0,0,0,0,71.199997,0,0,91.292137,,,26.399996,62.929996,0.367,1072.47998,-12.22242,-26.399996
40445,28,2,5,,0,0,0,0,71.199997,0,0,91.292137,,,28.320002,63.203335,0.402333,1100.800049,-11.763153,-28.320002
40450,28,2,10,,0,0,0,0,71.199997,0,0,91.292137,,,29.440002,62.696663,0.437333,1130.23999,-12.598892,-29.440002
40455,28,2,15,,0,0,0,0,71.199997,0,0,91.292137,,,32.560001,63.299995,0.465,1162.800049,-11.607925,-32.560001
40460,28,2,20,,0,0,0,0,71.199997,0,0,91.292137,,,31.679996,62.39333,0.467667,1194.480225,-13.08168,-31.679996
40465,28,2,25,,0,0,0,0,71.199997,0,0,91.292137,,,32.959999,61.793335,0.540667,1227.439941,-14.126633,-32.959999
40470,28,2,30,,0,0,0,0,71.199997,0,0,91.292137,,,35.919998,61.553326,0.565,1263.359985,-14.570778,-35.919998
40475,28,2,35,,0,0,0,0,71.199997,0,0,91.292137,,,31.359995,61.266663,0.460333,1294.720215,-15.104126,-31.359995
40480,28,2,40,,0,0,0,0,71.199997,0,0,91.292137,,,30.559998,61.619995,0.471667,1325.279907,-14.538933,-30.559998
40485,28,2,45,,0,0,0,0,71.199997,0,0,91.292137,,,33.52,61.470005,0.493333,1358.800049,-14.693253,-33.52
40490,28,2,50,,0,0,0,0,71.199997,0,0,91.292137,,,32.720005,60.349995,0.476333,1391.520142,-16.745216,-32.720005
40495,28,2,55,,0,0,0,0,71.199997,0,0,91.292137,,,32.879997,60.533329,0.489667,1424.400024,-16.389908,-32.879997
40500,28,3,0,,0,0,0,0,71.199997,0,0,91.292137,,,31.68,60.850002,0.471,1456.079956,-15.848206,-31.68
40505,28,3,5,,0,0,0,0,71.199997,0,0,91.292137,,,30.799999,60.646664,0.456556,1486.880127,-16.159851,-30.799999
40510,28,3,10,,0,0,0,0,71.199997,0,0,91.292137,,,28.559999,60.553333,0.425423,1515.440063,-16.508873,-28.559999
40515,28,3,15,,0,0,0,0,71.199997,0,0,91.292137,,,22.320002,61.436661,0.321036,1537.760132,-14.762962,-22.320002
40520,28,3,20,,0,0,0,0,71.199997,0,0,91.292137,,,20.559999,61.359993,0.286586,1558.32019,-14.946442,-20.559999
40525,28,3,25,,0,0,0,0,71.199997,0,0,91.292137,,,18.880001,62.346657,0.256667,1577.200073,-13.157196,-18.880001
40530,28,3,30,,0,0,0,0,71.199997,0,0,91.292137,,,14.16,62.516666,0.196,1591.360107,-12.904419,-14.16
40535,28,3,35,,0,0,0,0,71.199997,0,0,91.292137,,,13.679999,63.09,0.189,1605.040161,-11.909729,-13.679999
40540,28,3,40,,0,0,0,0,71.199997,0,0,91.292137,,,14.960001,62.896664,0.218333,1620.000244,-12.209366,-14.960001
40545,28,3,45,,0,0,0,0,71.199997,0,0,91.292137,,,14.559999,62.98666,0.187,1634.560303,-12.069763,-14.559999
40550,28,3,50,,0,0,0,0,71.199997,0,0,91.292137,,,13.52,62.526665,0.181,1648.080078,-12.868271,-13.52
40555,28,3,55,,0,0,0,0,71.199997,0,0,91.292137,,,14.24,62.726662,0.21,1662.32019,-12.528572,-14.24
40560,28,4,0,,0,0,0,0,71.199997,0,0,91.292137,,,20.24,62.060001,0.297068,1682.560181,-13.671722,-20.24
40565,28,4,5,,0,0,0,0,71.199997,0,0,91.292137,,,38.960003,63.030003,0.513,1721.52002,-12.006813,-38.960003
40570,28,4,10,,0,0,0,0,71.199997,0,0,91.292137,,,46.559998,62.949993,0.611,1768.0802,-12.118553,-46.559998
40575,28,4,15,,0,0,0,0,71.199997,0,0,91.292137,,,58.879997,62.506664,0.825333,1826.960083,-12.970184,-58.879997
40580,28,4,20,,0,0,0,0,71.199997,0,0,91.292137,,,72.239998,62.676662,0.979333,1899.199951,-12.567184,-72.239998
40585,28,4,25,,0,0,0,0,71.199997,0,0,91.292137,,,80.319984,62.449993,1.097667,1979.519897,-12.930923,-80.319984
40590,28,4,30,,0,0,0,0,71.199997,0,0,91.292137,,,96.319992,61.843334,1.270666,2075.840088,-13.974365,-96.319992
40595,28,4,35,,0,0,0,0,71.199997,0,0,91.292137,,,117.68,61.636662,1.559,2193.52002,-14.341393,-117.68
40600,28,4,40,,0,0,0,0,71.199997,0,0,91.292137,,,128.319992,61.896667,1.707,2321.839844,-13.862846,-128.319992
40605,28,4,45,,0,0,0,0,71.199997,0,0,91.292137,,,135.679993,61.656673,1.784667,2457.519775,-14.264046,-135.679993
40610,28,4,50,,0,0,0,0,71.199997,0,0,91.292137,,,151.360016,60.746662,2.023,2608.879639,-15.893356,-151.360016
40615,28,4,55,,0,0,0,0,71.199997,0,0,91.292137,,,171.519974,61.216667,2.242333,2780.399902,-15.086166,-171.519974
40620,28,5,0,,0,0,0,0,71.199997,0,0,91.292137,,,173.11998,60.616665,2.263,2953.52002,-16.119339,-173.11998
40625,28,5,5,,0,0,0,0,71.199997,0,0,91.292137,,,183.040009,60.133327,2.416,3136.559814,-16.993843,-183.040009
40630,28,5,10,,0,0,0,0,71.199997,0,0,91.292137,,,212.960007,59.936665,2.832,3349.520264,-17.413269,-212.960007
40635,28,5,15,,0,0,0,0,71.199997,0,0,91.292137,,,240.080032,59.66333,3.179,3589.600098,-17.906265,-240.080032
40640,28,5,20,,0,0,0,0,71.199997,0,0,91.292137,,,257.200012,59.636662,3.393666,3846.800293,-18.007774,-257.200012
40645,28,5,25,,0,0,0,0,71.199997,0,0,91.292137,,,273.759979,59.510002,3.574667,4120.560547,-18.263809,-273.759979
40650,28,5,30,,0,0,0,0,71.199997,0,0,91.292137,,,292.799988,59.52,3.794666,4413.360352,-18.243088,-292.799988
40655,28,5,35,,0,0,0,0,71.199997,0,0,91.292137,,,325.840027,59.629997,4.209667,4739.199707,-18.033859,-325.840027
40660,28,5,40,,0,0,0,0,71.199997,0,0,91.292137,,,357.200012,59.399998,4.677,5096.400391,-18.461006,-357.200012
40665,28,5,45,,0,0,0,0,71.199997,0,0,91.292137,,,385.440002,59.066662,5.103999,5481.839355,-19.113991,-385.440002
40670,28,5,50,,0,0,0,0,71.199997,0,0,91.292137,,,386.639923,58.656673,5.199,5868.47998,-19.937088,-386.639923
40675,28,5,55,,0,0,0,0,71.199997,0,0,91.292137,,,419.440033,58.279991,5.676667,6287.919434,-20.688751,-419.440033
40680,28,6,0,,0,0,0,0,71.199997,0,0,91.292137,,,430.720001,57.873329,5.915,6718.640625,-21.600067,-430.720001
40685,28,6,5,,0,0,0,0,71.199997,0,0,91.292137,,,451.680054,57.263329,6.276333,7170.319336,-22.909271,-451.680054
40690,28,6,10,,0,0,0,0,71.199997,0,0,91.292137,,,466.560028,56.539997,6.522667,7636.880371,-24.359222,-466.560028
40695,28,6,15,,0,0,0,0,71.199997,0,0,91.292137,,,494.160065,55.816658,6.966,8131.041016,-25.841431,-494.160065
40700,28,6,20,,0,0,0,0,71.199997,0,0,91.292137,,,504.799927,54.546673,7.447333,8635.839844,-28.642952,-504.799927
40705,28,6,25,,0,0,0,530.400024,52.700001,7.82,530.400024,123.339653,,,542.559998,52.370007,8.456332,9178.402344,-1.491089,-12.159973
40710,28,6,30,,0,0,0,564,51.799999,8.71,1094.400024,125.482628,,,548.480042,50.630005,9.038334,9726.880859,-4.191917,15.519958
40715,28,6,35,,0,0,0,588,48.799999,10.03,1682.400024,133.196716,,,545.76001,48.646664,9.686666,10272.63965,-2.21257,42.23999
40720,28,6,40,,0,0,0,573.599976,44.299999,11.09,2256,146.726868,,,574.159973,47.183334,10.263667,10846.79981,6.3638,-0.559998
40725,28,6,45,,0,0,0,600,43.700001,9.8,2856,148.741409,,,580,46.129993,9.907331,11426.79981,5.53508,20
40730,28,6,50,,0,0,0,578.400024,44.5,9.809999,3434.399902,146.067413,,,567.920044,45.363338,9.774,11994.71973,0.676468,10.47998
40735,28,6,55,,0,0,0,573.599976,44.400002,9.929999,4008,146.396393,,,561.839966,45.236671,9.495,12556.56055,0.730804,11.76001
40740,28,7,0,,0,0,0,585.599976,43.299999,10.41,4593.600098,150.115479,,,542.319946,45.259998,9.155666,13098.87891,4.027679,43.280029
40745,28,7,5,,0,0,0,573.599976,44.400002,9.24,5167.200195,146.396393,,,524.799988,45.256664,8.748,13623.67871,0.081802,48.799988
40750,28,7,10,,0,0,0,532.799988,44.5,8.81,5700,146.067413,,,540,44.856663,9.204667,14163.68066,-1.518997,-7.200012
40755,28,7,15,,0,0,0,585.599976,42.900002,9.700001,6285.600098,151.515152,,,570.320007,44.120003,9.904,14734,1.57634,15.279968
40760,28,7,20,,0,0,0,556.799988,40.700001,10.5,6842.399902,159.705154,,,551.360046,42.989998,10.148667,15285.36035,5.506088,5.439941
40765,28,7,25,,0,0,0,578.400024,38.599998,11.89,7420.799805,168.393784,,,575.679932,41.946667,10.785668,15861.04102,9.970459,2.720093
40770,28,7,30,,0,0,0,600,38.200001,12.08,8020.799805,170.157059,,,564.479858,40.999996,10.745332,16425.51953,8.29599,35.520142
40775,28,7,35,,0,0,0,573.599976,37.799999,11.18,8594.399414,171.957672,,,554.880005,40.296669,10.582,16980.40039,7.271561,18.719971
40780,28,7,40,,0,0,0,566.400024,36.700001,11.14,9160.799805,177.11171,,,555.360046,39.633339,10.641667,17535.76172,9.949127,11.039978
40785,28,7,45,,0,0,0,585.599976,35.299999,12.37,9746.399414,184.135986,,,555.279968,38.726669,11.219666,18091.04102,12.317459,30.320007
40790,28,7,50,,0,0,0,540,34.299999,11.44,10286.39941,189.504379,,,548.960022,38.169998,11.078334,18640,14.246674,-8.960022
40795,28,7,55,,0,0,0,542.400024,32.799999,11.84,10828.79981,198.170731,,,536.880005,37.866673,11.116667,19176.87891,19.639099,5.52002
40800,28,8,0,,0,0,0,537.599976,31,13.789999,11366.39941,209.677414,,,554.23999,37.303333,11.64,19731.12109,26.977295,-16.640015
40805,28,8,5,,0,0,0,561.599976,30.700001,12.4,11927.99902,211.726379,,,539.519958,37.166664,11.046665,20270.63867,28.251617,22.080017
40810,28,8,10,,0,0,0,528,29.299999,13.19,12455.99902,221.843002,,,540.960022,36.246666,11.840667,20811.59766,33.389496,-12.960022
40815,28,8,15,,0,0,0,549.599976,28.799999,13.2,13005.59863,225.694458,,,531.52002,35.993336,11.304667,21343.11914,35.560074,18.079956
40820,28,8,20,,0,0,0,561.599976,28.6,13.240001,13567.19824,227.27272,,,533.759949,35.513332,11.620666,21876.87891,34.727829,27.840027
40825,28,8,25,,0,0,0,542.400024,27.700001,14.32,14109.59863,234.657028,,,534.080017,34.700001,12.153002,22410.95898,37.287201,8.320007
40830,28,8,30,,0,0,0,520.799988,27,13.66,14630.39844,240.740738,,,520.319946,34.173332,11.588666,22931.28125,41.874619,0.480042
40835,28,8,35,,0,0,0,520.799988,26.299999,13.969999,15151.19824,247.1483,,,519.919983,33.740002,11.807002,23451.19727,45.461365,0.880005
40840,28,8,40,,0,0,0,518.400024,26.200001,13.67,15669.59863,248.091599,,,519.360046,33.883327,11.286001,23970.5625,47.590485,-0.960022
40845,28,8,45,,0,0,0,504,24.6,15.440001,16173.59863,264.227631,,,512.320007,33.773338,11.640334,24482.88086,62.221527,-8.320007
40850,28,8,50,,0,0,0,499.200012,25.9,12.030001,16672.79883,250.965256,,,514.23999,33.666672,11.250667,24997.11914,50.162125,-15.039978
40855,28,8,55,,0,0,0,516,26.9,11.76,17188.79883,241.635696,,,500.560028,33.903336,10.539001,25497.67969,43.402969,15.439972
40860,28,9,0,,0,0,0,504,27.4,11.900001,17692.79883,237.226288,,,486.160034,34.496662,10.151334,25983.8418,42.407242,17.839966
40865,28,9,5,,0,0,0,496.799988,28.299999,11.09,18189.59961,229.681992,,,456.560059,34.976669,9.408667,26440.40234,37.600937,40.239929
40870,28,9,10,,0,0,0,504,29,11.06,18693.59961,224.137924,,,486.640015,36.366665,9.701334,26927.04102,38.369095,17.359985
40875,28,9,15,,0,0,0,484.799988,29.200001,10.849999,19178.40039,222.602737,,,462.9599,36.91,9.256001,27390.00586,38.68808,21.840088
40880,28,9,20,,0,0,0,489.600006,29.6,11.18,19668,219.594589,,,475.52002,36.596668,9.372,27865.52148,35.571609,14.079987
40885,28,9,25,,0,0,0,513.599976,30.700001,10.12,20181.59961,211.726379,,,477.839996,36.633327,9.556,28343.36133,28.506653,35.759979
40890,28,9,30,,0,0,0,489.600006,30.299999,11.35,20671.19922,214.521454,,,467.919983,37.18,9.075,28811.28125,33.626343,21.680023
40895,28,9,35,,0,0,0,489.600006,30.6,10.52,21160.79883,212.418304,,,470.000031,37.513332,9.342999,29281.2793,32.715851,19.599976
40900,28,9,40,,0,0,0,501.600006,30.9,10.35,21662.39844,210.355988,,,486.799988,37.246666,9.924334,29768.07422,28.815979,14.800018
40905,28,9,45,,0,0,0,492,30.700001,11.13,22154.39844,211.726379,,,462.959961,37.563332,9.828334,30231.04492,30.334549,29.040039
40910,28,9,50,,0,0,0,424.799988,30.700001,9.86,22579.19922,211.726379,,,468.23996,37.396664,9.656666,30699.27539,30.373764,-43.439972
40915,28,9,55,,0,0,0,463.200012,32,9.21,23042.39844,203.125,,,472.720032,38.189999,9.132334,31172.00195,25.289322,-9.52002
40920,28,10,0,,0,0,0,475.200012,37.099998,8.53,23517.59766,175.202164,,,475.279999,40.556664,8.253332,31647.2793,7.569778,-0.079987
40925,28,10,5,,0,0,0,463.200012,39,8.25,23980.79688,166.666672,,,474.240021,42.150002,8.126001,32121.52148,4.001083,-11.040009
40930,28,10,10,,0,0,0,463.200012,40.099998,7.79,24443.99609,162.094772,,,465.760101,43.379997,7.917333,32587.28125,3.069122,-2.560089
40935,28,10,15,,0,0,0,463.200012,37.599998,12.16,24907.19531,172.872345,,,441.840027,44.049995,8.120999,33029.11719,13.418137,21.359985
40940,28,10,20,,0,0,0,439.200012,35.599998,10.88,25346.39453,182.584274,,,446.720032,44.596668,7.989001,33475.83594,23.219284,-7.52002
40945,28,10,25,,0,0,0,470.399994,34.900002,11.79,25816.79492,186.246414,,,460.640015,44.666672,8.179,33936.48047,26.151962,9.759979
40950,28,10,30,,0,0,0,499.200012,33.5,12.83,26315.99414,194.029846,,,462.720062,44.583336,8.203666,34399.20313,33.981323,36.47995
40955,28,10,35,,0,0,0,439.200012,32.900002,11.280001,26755.19336,197.568375,,,458.000031,44.993336,8.464,34857.19922,37.089417,-18.800018
40960,28,10,40,,0,0,0,463.200012,33.599998,10.83,27218.39258,193.452393,,,473.759979,44.653336,9.100001,35330.95313,31.330383,-10.559967
40965,28,10,45,,0,0,0,465.600006,33.099998,9.309999,27683.99219,196.374634,,,459.759949,44.310001,8.463666,35790.72266,32.98526,5.840057
40970,28,10,50,,0,0,0,446.399994,32.400002,10.71,28130.39258,200.617279,,,454.799957,43.503338,8.672667,36245.51953,33.41983,-8.399963
40975,28,10,55,,0,0,0,468,32.200001,11.4,28598.39258,201.863342,,,474.95993,43.130001,9.488666,36720.47656,32.179642,-6.95993
40980,28,11,0,,0,0,0,465.600006,31.799999,11.74,29063.99219,204.402527,,,442,43.033333,8.736667,37162.48047,32.857819,23.600006
40985,28,11,5,,0,0,0,470.399994,32.200001,12.3,29534.39258,201.863342,,,453.52005,43.259998,8.743334,37615.99609,30.15567,16.879944
40990,28,11,10,,0,0,0,460.799988,32.400002,11.46,29995.19336,200.617279,,,453.119995,43.429993,8.47,38069.125,30.726654,7.679993
40995,28,11,15,,0,0,0,472.799988,33.400002,9.83,30467.99414,194.610764,,,446.720001,44,8.076333,38515.83594,29.243362,26.079987
41000,28,11,20,,0,0,0,463.200012,33.599998,10.3,30931.19336,193.452393,,,450.560028,44.303329,8.227,38966.40234,29.313431,12.639984
41005,28,11,25,,0,0,0,475.200012,34.200001,9.53,31406.39258,190.058472,,,456.240021,44.213326,8.523668,39422.63672,25.631317,18.959991
41010,28,11,30,,0,0,0,458.399994,32.900002,11.82,31864.79297,197.568375,,,444.720032,44.020004,8.902999,39867.36328,29.581894,13.679962
41015,28,11,35,,0,0,0,487.200012,35.599998,8.88,32351.99219,182.584274,,,450.560028,44.263332,8.453,40317.91406,14.092224,36.639984
41020,28,11,40,,0,0,0,477.600006,34.900002,10.29,32829.59375,186.246414,,,464.640045,44.043339,8.983334,40782.55859,14.670044,12.959961
41025,28,11,45,,0,0,0,489.600006,35.700001,9.33,33319.19531,182.07283,,,450.319946,43.713329,8.898667,41232.87891,7.927048,39.28006
41030,28,11,50,,0,0,0,448.799988,36.200001,8.53,33767.99609,179.558014,,,444.639984,43.533333,8.969666,41677.51953,2.500305,4.160004
41035,28,11,55,,0,0,0,453.600006,36.599998,9.9,34221.59766,177.595642,,,425.519989,43.200001,8.853999,42103.04297,-3.319122,28.080017
41040,28,12,0,,0,0,0,451.200012,34.299999,11.190001,34672.79688,189.504379,,,425.279968,42.693336,9.575666,42528.31641,2.070755,25.920044
41045,28,12,5,,0,0,0,468,33.099998,11,35140.79688,196.374634,,,426.159943,42.203331,9.044335,42954.48047,4.097824,41.840057
41050,28,12,10,,0,0,0,434.399994,33.5,10.440001,35575.19531,194.029846,,,428.880035,42.170006,9.268001,43383.36719,-1.978317,5.519958
41055,28,12,15,,0,0,0,444,33.099998,11.68,36019.19531,196.374634,,,433.040039,41.75333,9.713334,43816.40234,-2.909576,10.959961
41060,28,12,20,,0,0,0,451.200012,33.5,11.240001,36470.39453,194.029846,,,425.199982,41.606667,9.489667,44241.59766,-7.223999,26.000031
41065,28,12,25,,0,0,0,441.600006,33.400002,10.75,36911.99609,194.610764,,,435.679993,41.409996,9.67,44677.27734,-8.436249,5.920013
41070,28,12,30,,0,0,0,465.600006,33.900002,9.13,37377.59766,191.740402,,,431.359955,41.353336,9.039334,45108.64063,-10.355011,34.240051
41075,28,12,35,,0,0,0,511.200012,35.400002,9.88,37888.79688,183.615814,,,453.600037,41.163338,9.596998,45562.23828,-16.806778,57.599976
41080,28,12,40,,0,0,0,472.799988,35.200001,10.23,38361.59766,184.659088,,,451.119995,40.793331,9.584667,46013.36328,-14.153839,21.679993
41085,28,12,45,,0,0,0,460.799988,35.200001,10.02,38822.39844,184.659088,,,452.079987,40.996662,9.235001,46465.44141,-11.944946,8.720001
41090,28,12,50,,0,0,0,460.799988,34.299999,11.66,39283.19922,189.504379,,,462.080048,40.850002,10.071668,46927.51953,-7.784729,-1.28006
41095,28,12,55,,0,0,0,463.200012,70.800003,15.800001,39746.39844,91.807907,,,450.720001,41.556667,10.097332,47378.23828,-103.69989,12.480011
41100,28,13,0,,0,0,0,499.200012,54.099998,16.450001,40245.59766,120.147881,,,436.480011,40.806664,10.180333,47814.72266,-78.749153,62.720001
41105,28,13,5,,0,0,0,475.200012,44.5,13.51,40720.79688,146.067413,,,440.320007,40.433338,9.667665,48255.04297,-52.782837,34.880005
41110,28,13,10,,0,0,0,446.399994,37.400002,14.139999,41167.19531,173.796783,,,429.920013,39.776669,9.698668,48684.95703,-24.834335,16.47998
41115,28,13,15,,0,0,0,468,32.299999,14.88,41635.19531,201.238388,,,455.440002,39.526665,10.635,49140.40234,1.550858,12.559998
41120,28,13,20,,0,0,0,494.399994,28.5,16.050001,42129.59375,228.070175,,,444.240021,39.253342,10.470998,49584.64063,24.26712,50.159973
41125,28,13,25,,0,0,0,436.799988,25,17.57,42566.39453,260,,,445.040009,38.730003,10.510333,50029.67578,52.986298,-8.240021
41130,28,13,30,,0,0,0,504,24.4,15.21,43070.39453,266.393433,,,448.720062,38.263332,10.444665,50478.39844,58.299973,55.279938
41135,28,13,35,,0,0,0,501.600006,26.200001,11.64,43571.99609,248.091599,,,459.599945,37.783325,10.947335,50938,38.806091,42.000061
41140,28,13,40,,0,0,0,508.799988,25.799999,14.120001,44080.79688,251.937988,,,465.360016,37.543335,11.074334,51403.35547,40.861237,43.439972
41145,28,13,45,,0,0,0,448.799988,23.9,15.59,44529.59766,271.966522,,,438.240021,36.843334,10.984666,51841.58984,55.479614,10.559967
41150,28,13,50,,0,0,0,463.200012,23.6,13.75,44992.79688,275.423737,,,445.120087,36.136665,11.895,52286.72656,54.158829,18.079926
41155,28,13,55,,0,0,0,480,23.700001,14.08,45472.79688,274.261597,,,426.799988,35.73,11.428667,52713.52344,49.776794,53.200012
41160,28,14,0,,0,0,0,456,23.1,14.39,45928.79688,281.385284,,,429.040009,35.286671,11.679001,53142.55859,53.383423,26.959991
41165,28,14,5,,0,0,0,499.200012,23.200001,15.05,46427.99609,280.172394,,,432.080017,35.479996,11.386666,53574.64453,49.622833,67.119995
41170,28,14,10,,0,0,0,434.399994,22.700001,13.860001,46862.39453,286.343597,,,454.079987,35.713333,11.381,54028.71484,57.230576,-19.679993
41175,28,14,15,,0,0,0,513.599976,22.6,15.889999,47375.99609,287.610626,,,452.160065,35.509998,11.924333,54480.875,55.587021,61.439911
41180,28,14,20,,0,0,0,460.799988,21.799999,16.09,47836.79688,298.165161,,,444.960022,35.01667,11.999665,54925.83594,63.951187,15.839966
41185,28,14,25,,0,0,0,434.399994,20.799999,16.73,48271.19531,312.5,,,443.0401,34.186668,12.998666,55368.88281,72.313721,-8.640106
41190,28,14,30,,0,0,0,451.200012,21.4,14.1,48722.39453,303.738312,,,451.040039,33.353336,13.017335,55819.91797,59.991028,0.159973
41195,28,14,35,,0,0,0,468,20.4,18.059999,49190.39453,318.627472,,,443.680023,32.363331,13.210334,56263.58984,69.254593,24.319977
41200,28,14,40,,0,0,0,417.600006,19.4,18.07,49607.99609,335.051544,,,430.799988,31.666666,12.887334,56694.39063,80.69548,-13.199982
41205,28,14,45,,0,0,0,403.200012,18.299999,18.269999,50011.19531,355.191284,,,434.319977,30.460003,14.525666,57128.71484,89.456482,-31.119965
41210,28,14,50,,0,0,0,424.799988,17.200001,21.67,50435.99609,377.906952,,,448.799988,29.240004,14.984668,57577.51563,106.085236,-24
41215,28,14,55,,0,0,0,422.399994,17.200001,18.16,50858.39453,377.906952,,,429.440002,28.049995,15.140669,58006.95703,96.203064,-7.040009
41220,28,15,0,,0,0,0,432,17.1,18.65,51290.39453,380.116943,,,409.919952,27.359999,13.914,58416.875,94.217072,22.080048
41225,28,15,5,,0,0,0,448.799988,17.1,19.200001,51739.19531,380.116943,,,414.960052,27.109997,13.673,58831.84766,93.98056,33.839935
41230,28,15,10,,0,0,0,372,17.200001,16.709999,52111.19531,377.906952,,,423.439972,26.959999,13.578999,59255.27344,94.738281,-51.439972
41235,28,15,15,,0,0,0,412.799988,17.200001,18.84,52523.99609,377.906952,,,417.920013,26.443335,14.418001,59673.19531,94.45639,-5.120026
41240,28,15,20,,0,0,0,386.399994,16.9,19.190001,52910.39453,384.615387,,,426.880005,26.523338,13.957333,60100.07813,103.230927,-40.480011
41245,28,15,25,,0,0,0,463.200012,18.700001,15.299999,53373.59375,347.593567,,,413.840027,26.556665,13.542665,60513.92188,68.273438,49.359985
41250,28,15,30,,0,0,0,444,19.700001,15.639999,53817.59375,329.949219,,,427.600006,26.986668,12.689668,60941.51563,58.596344,16.399994
41255,28,15,35,,0,0,0,427.200012,20.200001,16.539999,54244.79297,321.782166,,,423.039978,27.253334,13.166999,61364.5625,53.890472,4.160034
41260,28,15,40,,0,0,0,398.399994,19.700001,16.68,54643.19141,329.949219,,,415.440033,27.146669,13.856665,61779.99609,60.982727,-17.040039
41265,28,15,45,,0,0,0,424.799988,20,16.35,55067.99219,325,,,419.600006,26.923336,14.155667,62199.60156,54.192505,5.199982
41270,28,15,50,,0,0,0,374.399994,19.700001,19.200001,55442.39063,329.949219,,,388.800018,26.476671,13.779999,62588.39453,54.219666,-14.400024
41275,28,15,55,,0,0,0,381.600006,18.700001,18.049999,55823.99219,347.593567,,,386.399963,26.146664,14.379999,62974.79297,66.151215,-4.799957
41280,28,16,0,,0,0,0,439.200012,19.4,16.85,56263.19141,335.051544,,,394.480042,25.973335,14.196668,63369.28906,51.095306,44.719971
41285,28,16,5,,0,0,0,448.799988,21.799999,12.76,56711.99219,298.165161,,,420.240021,26.566668,13.261333,63789.51953,21.08017,28.559967
41290,28,16,10,,0,0,0,412.799988,22.200001,15.03,57124.79297,292.792786,,,417.919952,27.203335,13.097,64207.4375,23.595764,-5.119965
41295,28,16,15,,0,0,0,374.399994,20.9,19.15,57499.19141,311.004791,,,419.440002,26.953329,14.428332,64626.875,40.57605,-45.040009
41300,28,16,20,,0,0,0,412.799988,20,18.940001,57911.99219,325,,,387.919983,26.00667,14.940999,65014.80078,44.744232,24.880005
41305,28,16,25,,0,0,0,396,19.6,16.52,58307.99219,331.63266,,,400.639984,25.336668,15.333668,65415.44531,45.382843,-4.639984
41310,28,16,30,,0,0,0,374.399994,19.1,17.85,58682.39063,340.314117,,,389.600037,24.92,14.707667,65805.04688,50.574097,-15.200043
41315,28,16,35,,0,0,0,420,19,17.690001,59102.39063,342.105255,,,409.359955,24.999998,14.530334,66214.39844,55.853302,10.640045
41320,28,16,40,,0,0,0,427.200012,20,15.800001,59529.58984,325,,,404.559998,25.003332,14.946666,66618.96094,39.05658,22.640015
41325,28,16,45,,0,0,0,441.600006,20.799999,15.59,59971.19141,312.5,,,385.759979,24.746666,15.316334,67004.71094,23.206604,55.840027
41330,28,16,50,,0,0,0,441.600006,20.4,18.68,60412.79297,318.627472,,,365.200043,23.859999,15.948667,67369.92188,19.961456,76.399963
41335,28,16,55,,0,0,0,391.200012,19.4,20.65,60803.99219,335.051544,,,384.240021,23.24,16.071333,67754.16406,28.216309,6.959991
41340,28,17,0,,0,0,0,398.399994,19,18.16,61202.39063,342.105255,,,392.000031,23.223333,16.079668,68146.15625,35.960144,6.399963
41345,28,17,5,,0,0,0,432,18.9,17.99,61634.39063,343.915344,,,402.240021,23.42,15.619335,68548.40625,38.777802,29.759979
41350,28,17,10,,0,0,0,398.399994,20.200001,16.869999,62032.78906,321.782166,,,384.640015,23.836666,15.810665,68933.03906,20.244995,13.759979
41355,28,17,15,,0,0,0,396,20.5,14.73,62428.78906,317.073181,,,368.239929,23.183332,15.836334,69301.28906,5.492401,27.760071
41360,28,17,20,,0,0,0,386.399994,19.9,20.99,62815.1875,326.633179,,,361.840027,22.793339,16.301998,69663.11719,11.351166,24.559967
41365,28,17,25,,0,0,0,357.600006,18.700001,21.889999,63172.78906,347.593567,,,363.519958,22.363335,16.730669,70026.64063,27.19632,-5.919952
41370,28,17,30,,0,0,0,348,17.9,19.74,63520.78906,363.12851,,,378.640045,22.103333,16.696667,70405.27344,39.684235,-30.640045
41375,28,17,35,,0,0,0,369.600006,17.5,20.730001,63890.39063,371.428558,,,368.560028,22.040003,16.023001,70773.84375,46.935974,1.039978
41380,28,17,40,,0,0,0,398.399994,17.700001,18.549999,64288.78906,367.231628,,,356.400024,22.333336,14.845331,71130.22656,45.502899,41.999969
41385,28,17,45,,0,0,0,362.399994,17.6,17.27,64651.1875,369.318176,,,372,23.01333,15.663667,71502.24219,51.217865,-9.600006
41390,28,17,50,,0,0,0,403.200012,18.299999,17.85,65054.38672,355.191284,,,351.040039,23.543333,14.833667,71853.28125,41.16217,52.159973
41395,28,17,55,,0,0,0,379.200012,18.4,17.370001,65433.58594,353.260864,,,358.480011,24.049997,14.632334,72211.75781,38.949829,20.720001
41400,28,18,0,,0,0,0,422.399994,19.9,13.570001,65855.98438,326.633179,,,374,24.840004,14.179334,72585.75781,19.446106,48.399994
41405,28,18,5,,0,0,0,412.799988,20.6,15.25,66268.78125,315.533966,,,376.720001,26.323332,13.596332,72962.48438,18.187317,36.079987
