agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,cost,travel_time,distance,diff,relative_diff,switched_volume,node_sequence,link_sequence,time_sequence,time_decimal_sequence
1096,19,2,2,19,2,p,AM,0,0,50.7,34,7.9038,0,0,19;15;10;11;4;3;1;2;,57;43;27;31;8;5;1;,0830;0834;0846;0859;0906;0910;0914;0920;,510.00;514.03;526.92;539.17;546.40;550.73;554.74;560.74;
1097,19,2,1,19,2,p,AM,0,0,48.7,33,5.8941,0,0,19;15;10;9;5;4;3;1;2;,57;43;26;23;11;8;5;1;,0830;0834;0846;0852;0902;0904;0908;0912;0918;,510.00;514.03;526.92;532.61;542.01;544.39;548.72;552.73;558.73;
1098,19,2,0,19,2,p,AM,0,0,49.2,16,6.406,0,0,19;17;16;8;6;2;,58;52;47;19;14;,0830;0837;0845;0856;0913;0919;,510.00;517.46;525.39;536.73;553.11;559.25;
1099,19,2,3,19,2,p,AM,100,0,42.8,20,0,0,0,19;20;18;7;8;6;2;,59;60;54;17;19;14;,0830;0837;0842;0844;0850;0906;0912;,510.00;517.88;522.23;524.30;530.33;546.70;552.84;
1100,19,4,2,19,4,p,AM,0,0,36.4,20,2.0097,0,0,19;15;10;11;4;,57;43;27;31;,0830;0834;0846;0859;0906;,510.00;514.03;526.92;539.17;546.40;
1101,19,4,1,19,4,p,AM,200,0,34.4,19,0,0,0,19;15;10;9;5;4;,57;43;26;23;11;,0830;0834;0846;0852;0902;0904;,510.00;514.03;526.92;532.61;542.01;544.39;
1102,19,4,0,19,4,p,AM,0,0,54.9,17,20.5232,0,0,19;17;16;8;6;5;4;,58;52;47;19;15;11;,0830;0837;0845;0856;0913;0922;0924;,510.00;517.46;525.39;536.73;553.11;562.53;564.91;
1103,19,5,1,19,5,p,AM,100,0,32,17,0,0,0,19;15;10;9;5;,57;43;26;23;,0830;0834;0846;0852;0902;,510.00;514.03;526.92;532.61;542.01;
1104,19,5,2,19,5,p,AM,0,0,38.8,22,6.7574,0,0,19;15;10;11;4;5;,57;43;27;31;9;,0830;0834;0846;0859;0906;0908;,510.00;514.03;526.92;539.17;546.40;548.77;
1105,19,5,0,19,5,p,AM,0,0,52.5,15,20.5232,0,0,19;17;16;8;6;5;,58;52;47;19;15;,0830;0837;0845;0856;0913;0922;,510.00;517.46;525.39;536.73;553.11;562.53;
1106,19,6,1,19,6,p,AM,0,0,41.4,21,4.7344,0,0,19;15;10;9;5;6;,57;43;26;23;12;,0830;0834;0846;0852;0902;0911;,510.00;514.03;526.92;532.61;542.01;551.43;
1107,19,6,0,19,6,p,AM,0,0,43.1,11,6.406,0,0,19;17;16;8;6;,58;52;47;19;,0830;0837;0845;0856;0913;,510.00;517.46;525.39;536.73;553.11;
1108,19,6,2,19,6,p,AM,200,0,36.7,15,0,0,0,19;20;18;7;8;6;,59;60;54;17;19;,0830;0837;0842;0844;0850;0906;,510.00;517.88;522.23;524.30;530.33;546.70;
1109,19,7,1,19,7,p,AM,400,0,14.3,10,0,0,0,19;20;18;7;,59;60;54;,0830;0837;0842;0844;,510.00;517.88;522.23;524.30;
1110,19,7,0,19,7,p,AM,0,0,20.7,9,6.3963,0,0,19;17;16;18;7;,58;52;50;54;,0830;0837;0845;0848;0850;,510.00;517.46;525.39;528.63;530.69;
1111,19,8,0,19,8,p,AM,0,0,26.7,9,6.406,0,0,19;17;16;8;,58;52;47;,0830;0837;0845;0856;,510.00;517.46;525.39;536.73;
1112,19,8,1,19,8,p,AM,700,0,20.3,13,0,0,0,19;20;18;7;8;,59;60;54;17;,0830;0837;0842;0844;0850;,510.00;517.88;522.23;524.30;530.33;
1113,19,8,2,19,8,p,AM,0,0,26.7,12,6.3963,0,0,19;17;16;18;7;8;,58;52;50;54;17;,0830;0837;0845;0848;0850;0856;,510.00;517.46;525.39;528.63;530.69;536.72;
1114,19,9,1,19,9,p,AM,400,0,22.6,12,0,0,0,19;15;10;9;,57;43;26;,0830;0834;0846;0852;,510.00;514.03;526.92;532.61;
1115,19,9,0,19,9,p,AM,0,0,43.4,11,20.7513,0,0,19;17;16;10;9;,58;52;48;26;,0830;0837;0845;0907;0913;,510.00;517.46;525.39;547.67;553.36;
1116,19,10,1,19,10,p,AM,1800,0,16.9,9,0,0,0,19;15;10;,57;43;,0830;0834;0846;,510.00;514.03;526.92;
1117,19,10,0,19,10,p,AM,0,0,37.7,8,20.7512,0,0,19;17;16;10;,58;52;48;,0830;0837;0845;0907;,510.00;517.46;525.39;547.67;
1118,19,11,2,19,11,p,AM,294.9,0,29.2,14,0.0596,0.5617,0.3809,19;15;10;11;,57;43;27;,0830;0834;0846;0859;,510.00;514.03;526.92;539.17;
1119,19,11,0,19,11,p,AM,105.1,0,29.3,12,0.1082,0.3895,0.0049,19;15;14;11;,57;44;40;,0830;0834;0846;0859;,510.00;514.03;526.32;539.28;
1120,19,11,1,19,11,p,AM,0,0,41.5,25,12.3466,0,0,19;15;10;9;5;4;11;,57;43;26;23;11;10;,0830;0834;0846;0852;0902;0904;0911;,510.00;514.03;526.92;532.61;542.01;544.39;551.52;
1121,19,12,4,19,12,p,AM,165.6,0,42.7,20,0,0,0,19;15;10;11;12;,57;43;27;33;,0830;0834;0846;0859;0912;,510.00;514.03;526.92;539.17;552.74;
1122,19,12,0,19,12,p,AM,89.8,0,42.8,18,0.1082,0.2274,0.0025,19;15;14;11;12;,57;44;40;33;,0830;0834;0846;0859;0912;,510.00;514.03;526.32;539.28;552.84;
1123,19,12,1,19,12,p,AM,44.5,0,42.7,27,0.008,0.0084,0.0002,19;15;10;9;5;4;3;12;,57;43;26;23;11;8;7;,0830;0834;0846;0852;0902;0904;0908;0912;,510.00;514.03;526.92;532.61;542.01;544.39;548.72;552.74;
1124,19,12,3,19,12,p,AM,0,0,48.7,18,5.9805,0,0,19;15;22;21;24;13;12;,57;46;69;66;74;38;,0830;0834;0842;0846;0858;0915;0918;,510.00;514.03;522.76;526.68;538.66;555.69;558.72;
1125,19,12,2,19,12,p,AM,0,0,48.7,19,5.9797,0,0,19;15;22;23;24;13;12;,57;46;70;73;74;38;,0830;0834;0842;0855;0858;0915;0918;,510.00;514.03;522.76;535.03;538.66;555.69;558.72;
1126,19,13,5,19,13,p,AM,69,0,45.8,23,0.0752,0.1135,0.0016,19;15;10;11;12;13;,57;43;27;33;37;,0830;0834;0846;0859;0912;0915;,510.00;514.03;526.92;539.17;552.74;555.76;
1127,19,13,2,19,13,p,AM,0,0,45.9,21,0.1833,0,0,19;15;14;11;12;13;,57;44;40;33;37;,0830;0834;0846;0859;0912;0915;,510.00;514.03;526.32;539.28;552.84;555.87;
1128,19,13,1,19,13,p,AM,11.8,0,45.8,30,0.0832,0.0214,0.0018,19;15;10;9;5;4;3;12;13;,57;43;26;23;11;8;7;37;,0830;0834;0846;0852;0902;0904;0908;0912;0915;,510.00;514.03;526.92;532.61;542.01;544.39;548.72;552.74;555.77;
1129,19,13,4,19,13,p,AM,0,0,45.7,18,0.0096,0,0,19;15;14;23;24;13;,57;44;42;73;74;,0830;0834;0846;0855;0858;0915;,510.00;514.03;526.32;535.04;538.67;555.70;
1130,19,13,0,19,13,p,AM,140,0,45.7,15,0.0008,0.0026,0,19;15;22;21;24;13;,57;46;69;66;74;,0830;0834;0842;0846;0858;0915;,510.00;514.03;522.76;526.68;538.66;555.69;
1131,19,13,3,19,13,p,AM,79.2,0,45.7,16,0.0006,0.0011,0,19;15;22;23;24;13;,57;46;70;73;74;,0830;0834;0842;0855;0858;0915;,510.00;514.03;522.76;535.03;538.66;555.69;
1132,19,14,0,19,14,p,AM,300,0,16.3,8,0,0,0,19;15;14;,57;44;,0830;0834;0846;,510.00;514.03;526.32;
1133,19,14,1,19,14,p,AM,0,0,36.6,17,20.2637,0,0,19;20;22;23;14;,59;63;70;71;,0830;0837;0845;0857;0906;,510.00;517.88;525.59;537.87;546.58;
1134,19,15,0,19,15,p,AM,800,0,4,3,0,0,0,19;15;,57;,0830;0834;,510.00;514.03;
1135,19,16,0,19,16,p,AM,1146.3,0,15.4,4,0.0059,0.4428,0.0718,19;17;16;,58;52;,0830;0837;0845;,510.00;517.46;525.39;
1136,19,16,1,19,16,p,AM,153.7,0,15.5,11,0.0777,0.7762,0.0218,19;20;18;16;,59;60;55;,0830;0837;0842;0845;,510.00;517.88;522.23;525.47;
1137,19,17,0,19,17,p,AM,1700,0,7.5,2,0,0,0,19;17;,58;,0830;0837;,510.00;517.46;
1138,19,17,1,19,17,p,AM,0,0,33.2,17,25.7626,0,0,19;15;10;17;,57;43;30;,0830;0834;0846;0903;,510.00;514.03;526.92;543.23;
1139,19,18,1,19,18,p,AM,300,0,12.2,8,0,0,0,19;20;18;,59;60;,0830;0837;0842;,510.00;517.88;522.23;
1140,19,18,0,19,18,p,AM,0,0,18.6,7,6.3963,0,0,19;17;16;18;,58;52;50;,0830;0837;0845;0848;,510.00;517.46;525.39;528.63;
1141,19,20,0,19,20,p,AM,1200,0,7.9,4,0,0,0,19;20;,59;,0830;0837;,510.00;517.88;
1142,19,20,2,19,20,p,AM,0,0,23,11,15.0969,0,0,19;17;16;18;20;,58;52;50;56;,0830;0837;0845;0848;0852;,510.00;517.46;525.39;528.63;532.98;
1143,19,20,1,19,20,p,AM,0,0,25,14,17.1078,0,0,19;15;22;21;20;,57;46;69;64;,0830;0834;0842;0846;0854;,510.00;514.03;522.76;526.68;534.99;
1144,19,21,1,19,21,p,AM,128.9,0,16.3,10,0.1659,1.1705,1.8168,19;20;21;,59;62;,0830;0837;0846;,510.00;517.88;526.27;
1145,19,21,0,19,21,p,AM,271.1,0,16.7,8,0.4124,6.871,0.0337,19;15;22;21;,57;46;69;,0830;0834;0842;0846;,510.00;514.03;522.76;526.68;
1146,19,22,0,19,22,p,AM,1200,0,12.8,6,0,0,0,19;15;22;,57;46;,0830;0834;0842;,510.00;514.03;522.76;
1147,19,22,1,19,22,p,AM,0,0,15.6,9,2.8381,0,0,19;20;22;,59;63;,0830;0837;0845;,510.00;517.88;525.59;
1148,19,23,3,19,23,p,AM,113.3,0,25,12,0.0096,0.0434,0.0004,19;15;14;23;,57;44;42;,0830;0834;0846;0855;,510.00;514.03;526.32;535.04;
1149,19,23,0,19,23,p,AM,186.7,0,25,10,0.9121,6.9914,2.8081,19;15;22;23;,57;46;70;,0830;0834;0842;0855;,510.00;514.03;522.76;535.03;
1150,19,23,1,19,23,p,AM,0,0,27.9,13,2.8381,0,0,19;20;22;23;,59;63;70;,0830;0837;0845;0857;,510.00;517.88;525.59;537.87;
1151,19,23,2,19,23,p,AM,0,0,32.3,13,7.2277,0,0,19;15;22;21;24;23;,57;46;69;66;76;,0830;0834;0842;0846;0858;0902;,510.00;514.03;522.76;526.68;538.66;542.26;
1152,19,24,3,19,24,p,AM,5.1,0,28.7,14,0.0096,0.0017,0.0001,19;15;14;23;24;,57;44;42;73;,0830;0834;0846;0855;0858;,510.00;514.03;526.32;535.04;538.67;
1153,19,24,0,19,24,p,AM,60.1,0,28.7,11,0.0008,0.0018,0,19;15;22;21;24;,57;46;69;66;,0830;0834;0842;0846;0858;,510.00;514.03;522.76;526.68;538.66;
1154,19,24,2,19,24,p,AM,34.7,0,28.7,12,0.9121,1.1314,0.8139,19;15;22;23;24;,57;46;70;73;,0830;0834;0842;0855;0858;,510.00;514.03;522.76;535.03;538.66;
1155,19,24,1,19,24,p,AM,0,0,31.5,15,2.8381,0,0,19;20;22;23;24;,59;63;70;73;,0830;0837;0845;0857;0901;,510.00;517.88;525.59;537.87;541.50;
1156,20,1,0,20,1,p,AM,300,0,41,22,0,0,0,20;18;7;8;6;2;1;,60;54;17;19;14;3;,0830;0834;0836;0842;0858;0904;0910;,510.00;514.35;516.41;522.45;538.82;544.96;550.96;
1157,20,1,1,20,1,p,AM,0,0,50.7,31,9.7815,0,0,20;19;15;10;9;5;4;3;1;,61;57;43;26;23;11;8;5;,0830;0838;0842;0854;0900;0910;0912;0916;0920;,510.00;518.01;522.03;534.93;540.62;550.02;552.40;556.73;560.74;
1158,20,2,0,20,2,p,AM,100,0,35,16,0,0,0,20;18;7;8;6;2;,60;54;17;19;14;,0830;0834;0836;0842;0858;0904;,510.00;514.35;516.41;522.45;538.82;544.96;
1159,20,2,1,20,2,p,AM,0,0,56.7,37,21.7842,0,0,20;19;15;10;9;5;4;3;1;2;,61;57;43;26;23;11;8;5;1;,0830;0838;0842;0854;0900;0910;0912;0916;0920;0926;,510.00;518.01;522.03;534.93;540.62;550.02;552.40;556.73;560.74;566.74;
1160,20,4,0,20,4,p,AM,251.3,0,40.6,17,0.0226,0.1396,0.0005,20;18;7;8;6;5;4;,60;54;17;19;15;11;,0830;0834;0836;0842;0858;0908;0910;,510.00;514.35;516.41;522.45;538.82;548.25;550.62;
1161,20,4,2,20,4,p,AM,48.7,0,40.6,26,0.0012,0.0014,0.0001,20;18;7;8;9;5;4;,60;54;17;21;23;11;,0830;0834;0836;0842;0858;0908;0910;,510.00;514.35;516.41;522.45;538.82;548.23;550.60;
1162,20,4,1,20,4,p,AM,0,0,42.4,23,1.7955,0,0,20;19;15;10;9;5;4;,61;57;43;26;23;11;,0830;0838;0842;0854;0900;0910;0912;,510.00;518.01;522.03;534.93;540.62;550.02;552.40;
1163,20,5,0,20,5,p,AM,84,0,38.2,15,0.0226,0.0496,0.0002,20;18;7;8;6;5;,60;54;17;19;15;,0830;0834;0836;0842;0858;0908;,510.00;514.35;516.41;522.45;538.82;548.25;
1164,20,5,2,20,5,p,AM,16,0,38.2,24,0.0012,0.0005,0.0001,20;18;7;8;9;5;,60;54;17;21;23;,0830;0834;0836;0842;0858;0908;,510.00;514.35;516.41;522.45;538.82;548.23;
1165,20,5,1,20,5,p,AM,0,0,40,21,1.7955,0,0,20;19;15;10;9;5;,61;57;43;26;23;,0830;0838;0842;0854;0900;0910;,510.00;518.01;522.03;534.93;540.62;550.02;
1166,20,6,0,20,6,p,AM,300,0,28.8,11,0,0,0,20;18;7;8;6;,60;54;17;19;,0830;0834;0836;0842;0858;,510.00;514.35;516.41;522.45;538.82;
1167,20,6,1,20,6,p,AM,0,0,49.4,25,20.6245,0,0,20;19;15;10;9;5;6;,61;57;43;26;23;12;,0830;0838;0842;0854;0900;0910;0919;,510.00;518.01;522.03;534.93;540.62;550.02;559.44;
1168,20,7,0,20,7,p,AM,500,0,6.4,6,0,0,0,20;18;7;,60;54;,0830;0834;0836;,510.00;514.35;516.41;
1169,20,8,0,20,8,p,AM,900,0,12.4,9,0,0,0,20;18;7;8;,60;54;17;,0830;0834;0836;0842;,510.00;514.35;516.41;522.45;
1170,20,9,2,20,9,p,AM,600,0,28.8,19,0,0,0,20;18;7;8;9;,60;54;17;21;,0830;0834;0836;0842;0858;,510.00;514.35;516.41;522.45;538.82;
1171,20,9,1,20,9,p,AM,0,0,47.6,20,18.8131,0,0,20;18;7;8;6;5;9;,60;54;17;19;15;13;,0830;0834;0836;0842;0858;0908;0917;,510.00;514.35;516.41;522.45;538.82;548.25;557.64;
1172,20,9,0,20,9,p,AM,0,0,35.6,14,6.7344,0,0,20;18;16;10;9;,60;55;48;26;,0830;0834;0837;0859;0905;,510.00;514.35;517.59;539.87;545.56;
1173,20,10,0,20,10,p,AM,2500,0,29.9,11,2.2347,177.0222,35.4045,20;18;16;10;,60;55;48;,0830;0834;0837;0859;,510.00;514.35;517.59;539.87;
1174,20,10,2,20,10,p,AM,0,0,31.9,17,2.004,0,0,20;18;16;17;10;,60;55;49;51;,0830;0834;0837;0845;0901;,510.00;514.35;517.59;525.56;541.87;
1175,20,10,1,20,10,p,AM,0,0,33.9,17,4.0471,0,0,20;21;22;15;10;,62;65;67;43;,0830;0838;0842;0851;0903;,510.00;518.39;522.33;531.02;543.91;
1176,20,11,0,20,11,p,AM,0,0,42.1,16,4.8307,0,0,20;18;16;10;11;,60;55;48;27;,0830;0834;0837;0859;0912;,510.00;514.35;517.59;539.87;552.12;
1177,20,11,3,20,11,p,AM,0,0,47.8,23,10.4655,0,0,20;18;7;8;6;5;4;11;,60;54;17;19;15;11;10;,0830;0834;0836;0842;0858;0908;0910;0917;,510.00;514.35;516.41;522.45;538.82;548.25;550.62;557.76;
1178,20,11,4,20,11,p,AM,600,0,37.3,16,0,0,0,20;19;15;14;11;,61;57;44;40;,0830;0838;0842;0854;0907;,510.00;518.01;522.03;534.33;547.29;
1179,20,11,1,20,11,p,AM,0,0,49.5,29,12.2384,0,0,20;19;15;10;9;5;4;11;,61;57;43;26;23;11;10;,0830;0838;0842;0854;0900;0910;0912;0919;,510.00;518.01;522.03;534.93;540.62;550.02;552.40;559.53;
1180,20,11,2,20,11,p,AM,0,0,46.3,20,8.986,0,0,20;21;22;15;14;11;,62;65;67;44;40;,0830;0838;0842;0851;0903;0916;,510.00;518.39;522.33;531.02;543.31;556.28;
1181,20,12,2,20,12,p,AM,0,0,49,30,8.5713,0,0,20;18;7;8;6;2;1;3;12;,60;54;17;19;14;3;2;7;,0830;0834;0836;0842;0858;0904;0910;0914;0918;,510.00;514.35;516.41;522.45;538.82;544.96;550.96;554.97;558.99;
1182,20,12,0,20,12,p,AM,500,0,40.4,16,0,0,0,20;21;24;13;12;,62;66;74;38;,0830;0838;0850;0907;0910;,510.00;518.39;530.37;547.40;550.42;
1183,20,12,3,20,12,p,AM,0,0,55.7,29,15.2688,0,0,20;18;16;10;9;5;4;3;12;,60;55;48;26;23;11;8;7;,0830;0834;0837;0859;0905;0914;0917;0921;0925;,510.00;514.35;517.59;539.87;545.56;554.96;557.33;561.67;565.69;
1184,20,12,1,20,12,p,AM,0,0,43.7,18,3.2496,0,0,20;22;23;24;13;12;,63;70;73;74;38;,0830;0837;0849;0853;0910;0913;,510.00;517.71;529.98;533.61;550.64;553.67;
1185,20,13,0,20,13,p,AM,600,0,37.4,13,0,0,0,20;21;24;13;,62;66;74;,0830;0838;0850;0907;,510.00;518.39;530.37;547.40;
1186,20,13,2,20,13,p,AM,0,0,52,33,14.6262,0,0,20;18;7;8;6;2;1;3;12;13;,60;54;17;19;14;3;2;7;37;,0830;0834;0836;0842;0858;0904;0910;0914;0918;0922;,510.00;514.35;516.41;522.45;538.82;544.96;550.96;554.97;558.99;562.02;
1187,20,13,1,20,13,p,AM,0,0,40.6,15,3.2496,0,0,20;22;23;24;13;,63;70;73;74;,0830;0837;0849;0853;0910;,510.00;517.71;529.98;533.61;550.64;
1188,20,14,0,20,14,p,AM,500,0,24.3,12,0,0,0,20;19;15;14;,61;57;44;,0830;0838;0842;0854;,510.00;518.01;522.03;534.33;
1189,20,14,3,20,14,p,AM,0,0,28.7,13,4.372,0,0,20;22;15;14;,63;67;44;,0830;0837;0846;0858;,510.00;517.71;526.41;538.70;
1190,20,14,1,20,14,p,AM,0,0,28.7,13,4.3736,0,0,20;22;23;14;,63;70;71;,0830;0837;0849;0858;,510.00;517.71;529.98;538.70;
1191,20,14,2,20,14,p,AM,0,0,33.3,16,8.986,0,0,20;21;22;15;14;,62;65;67;44;,0830;0838;0842;0851;0903;,510.00;518.39;522.33;531.02;543.31;
1192,20,15,0,20,15,p,AM,1100,0,12,7,0,0,0,20;19;15;,61;57;,0830;0838;0842;,510.00;518.01;522.03;
1193,20,15,2,20,15,p,AM,0,0,16.4,8,4.372,0,0,20;22;15;,63;67;,0830;0837;0846;,510.00;517.71;526.41;
1194,20,15,1,20,15,p,AM,0,0,21,11,8.986,0,0,20;21;22;15;,62;65;67;,0830;0838;0842;0851;,510.00;518.39;522.33;531.02;
1195,20,16,0,20,16,p,AM,1600,0,7.6,7,0,0,0,20;18;16;,60;55;,0830;0834;0837;,510.00;514.35;517.59;
1196,20,17,0,20,17,p,AM,471.8,0,15.5,6,0.276,7.686,13.8468,20;19;17;,61;58;,0830;0838;0845;,510.00;518.01;525.47;
1197,20,17,2,20,17,p,AM,1228.2,0,15.6,9,0.0895,7.1044,0.0327,20;18;16;17;,60;55;49;,0830;0834;0837;0845;,510.00;514.35;517.59;525.56;
1198,20,17,1,20,17,p,AM,0,0,41.2,21,25.7626,0,0,20;19;15;10;17;,61;57;43;30;,0830;0838;0842;0854;0911;,510.00;518.01;522.03;534.93;551.23;
1199,20,18,0,20,18,p,AM,400,0,4.3,4,0,0,0,20;18;,60;,0830;0834;,510.00;514.35;
1200,20,19,0,20,19,p,AM,1200,0,8,4,0,0,0,20;19;,61;,0830;0838;,510.00;518.01;
1201,20,19,2,20,19,p,AM,0,0,23.1,11,15.0609,0,0,20;18;16;17;19;,60;55;49;53;,0830;0834;0837;0845;0853;,510.00;514.35;517.59;525.56;533.07;
1202,20,19,1,20,19,p,AM,0,0,25,14,17.0175,0,0,20;21;22;15;19;,62;65;67;45;,0830;0838;0842;0851;0855;,510.00;518.39;522.33;531.02;535.03;
1203,20,21,0,20,21,p,AM,1200,0,8.4,6,0,0,0,20;21;,62;,0830;0838;,510.00;518.39;
1204,20,22,0,20,22,p,AM,2400,0,7.7,5,0,0,0,20;22;,63;,0830;0837;,510.00;517.71;
1205,20,22,1,20,22,p,AM,0,0,12.3,8,4.6141,0,0,20;21;22;,62;65;,0830;0838;0842;,510.00;518.39;522.33;
1206,20,23,0,20,23,p,AM,700,0,20,9,0,0,0,20;22;23;,63;70;,0830;0837;0849;,510.00;517.71;529.98;
1207,20,23,1,20,23,p,AM,0,0,24,11,3.9773,0,0,20;21;24;23;,62;66;76;,0830;0838;0850;0853;,510.00;518.39;530.37;533.96;
1208,20,24,0,20,24,p,AM,400,0,20.4,9,0,0,0,20;21;24;,62;66;,0830;0838;0850;,510.00;518.39;530.37;
1209,20,24,1,20,24,p,AM,0,0,23.6,11,3.2496,0,0,20;22;23;24;,63;70;73;,0830;0837;0849;0853;,510.00;517.71;529.98;533.61;
1210,21,1,0,21,1,p,AM,100,0,40.1,18,0,0,0,21;24;13;12;3;1;,66;74;38;35;5;,0830;0841;0859;0902;0906;0910;,510.00;521.97;539.00;542.03;546.05;550.07;
1211,21,1,2,21,1,p,AM,0,0,49.3,28,9.1992,0,0,21;20;18;7;8;6;2;1;,64;60;54;17;19;14;3;,0830;0838;0842;0844;0850;0907;0913;0919;,510.00;518.30;522.65;524.72;530.75;547.12;553.26;559.26;
1212,21,1,1,21,1,p,AM,0,0,59,37,18.9807,0,0,21;20;19;15;10;9;5;4;3;1;,64;61;57;43;26;23;11;8;5;,0830;0838;0846;0850;0903;0908;0918;0920;0925;0929;,510.00;518.30;526.31;530.34;543.23;548.92;558.33;560.70;565.04;569.05;
1213,21,4,0,21,4,p,AM,200,0,40.4,18,0,0,0,21;24;13;12;3;4;,66;74;38;35;6;,0830;0841;0859;0902;0906;0910;,510.00;521.97;539.00;542.03;546.05;550.39;
1214,21,4,2,21,4,p,AM,0,0,48.9,23,8.5382,0,0,21;20;18;7;8;6;5;4;,64;60;54;17;19;15;11;,0830;0838;0842;0844;0850;0907;0916;0918;,510.00;518.30;522.65;524.72;530.75;547.12;556.55;558.93;
1215,21,4,1,21,4,p,AM,0,0,50.7,29,10.3111,0,0,21;20;19;15;10;9;5;4;,64;61;57;43;26;23;11;,0830;0838;0846;0850;0903;0908;0918;0920;,510.00;518.30;526.31;530.34;543.23;548.92;558.33;560.70;
1216,21,5,3,21,5,p,AM,72.9,0,42.8,20,2.146,3.8499,0.0176,21;24;13;12;3;4;5;,66;74;38;35;6;9;,0830;0841;0859;0902;0906;0910;0912;,510.00;521.97;539.00;542.03;546.05;550.39;552.76;
1217,21,5,0,21,5,p,AM,27.1,0,40.6,19,1.0746,0.6744,1.2426,21;22;15;10;9;5;,65;67;43;26;23;,0830;0833;0842;0855;0901;0910;,510.00;513.94;522.63;535.52;541.21;550.62;
1218,21,5,2,21,5,p,AM,0,0,46.6,21,5.9365,0,0,21;20;18;7;8;6;5;,64;60;54;17;19;15;,0830;0838;0842;0844;0850;0907;0916;,510.00;518.30;522.65;524.72;530.75;547.12;556.55;
1219,21,5,1,21,5,p,AM,0,0,48.3,27,7.7094,0,0,21;20;19;15;10;9;5;,64;61;57;43;26;23;,0830;0838;0846;0850;0903;0908;0918;,510.00;518.30;526.31;530.34;543.23;548.92;558.33;
1220,21,6,0,21,6,p,AM,100,0,37.1,17,0,0,0,21;20;18;7;8;6;,64;60;54;17;19;,0830;0838;0842;0844;0850;0907;,510.00;518.30;522.65;524.72;530.75;547.12;
1221,21,6,2,21,6,p,AM,0,0,52.2,24,15.0611,0,0,21;24;13;12;3;4;5;6;,66;74;38;35;6;9;12;,0830;0841;0859;0902;0906;0910;0912;0922;,510.00;521.97;539.00;542.03;546.05;550.39;552.76;562.18;
1222,21,6,1,21,6,p,AM,0,0,57.7,31,20.6245,0,0,21;20;19;15;10;9;5;6;,64;61;57;43;26;23;12;,0830;0838;0846;0850;0903;0908;0918;0927;,510.00;518.30;526.31;530.34;543.23;548.92;558.33;567.75;
1223,21,7,0,21,7,p,AM,200,0,14.7,12,0,0,0,21;20;18;7;,64;60;54;,0830;0838;0842;0844;,510.00;518.30;522.65;524.72;
1224,21,8,0,21,8,p,AM,400,0,20.8,15,0,0,0,21;20;18;7;8;,64;60;54;17;,0830;0838;0842;0844;0850;,510.00;518.30;522.65;524.72;530.75;
1225,21,9,0,21,9,p,AM,300,0,31.2,14,0,0,0,21;22;15;10;9;,65;67;43;26;,0830;0833;0842;0855;0901;,510.00;513.94;522.63;535.52;541.21;
1226,21,9,2,21,9,p,AM,0,0,52.2,25,20.9365,0,0,21;24;13;12;3;4;5;9;,66;74;38;35;6;9;13;,0830;0841;0859;0902;0906;0910;0912;0922;,510.00;521.97;539.00;542.03;546.05;550.39;552.76;562.15;
1227,21,9,1,21,9,p,AM,0,0,38.9,22,7.7094,0,0,21;20;19;15;10;9;,64;61;57;43;26;,0830;0838;0846;0850;0903;0908;,510.00;518.30;526.31;530.34;543.23;548.92;
1228,21,10,0,21,10,p,AM,1200,0,25.5,11,0,0,0,21;22;15;10;,65;67;43;,0830;0833;0842;0855;,510.00;513.94;522.63;535.52;
1229,21,10,1,21,10,p,AM,0,0,33.2,19,7.7094,0,0,21;20;19;15;10;,64;61;57;43;,0830;0838;0846;0850;0903;,510.00;518.30;526.31;530.34;543.23;
1230,21,11,4,21,11,p,AM,12.4,0,37.8,16,0.527,0.1748,0.0188,21;22;15;10;11;,65;67;43;27;,0830;0833;0842;0855;0907;,510.00;513.94;522.63;535.52;547.78;
1231,21,11,2,21,11,p,AM,0,0,37.9,14,0.6352,0,0,21;22;15;14;11;,65;67;44;40;,0830;0833;0842;0854;0907;,510.00;513.94;522.63;534.92;547.88;
1232,21,11,3,21,11,p,AM,0,0,47.5,24,10.272,0,0,21;24;13;12;3;4;11;,66;74;38;35;6;10;,0830;0841;0859;0902;0906;0910;0917;,510.00;521.97;539.00;542.03;546.05;550.39;557.52;
1233,21,11,0,21,11,p,AM,387.6,0,37.2,13,2.8825,30.6348,10.537,21;24;23;14;11;,66;76;71;40;,0830;0841;0845;0854;0907;,510.00;521.97;525.57;534.29;547.25;
1234,21,11,1,21,11,p,AM,0,0,57.8,35,20.583,0,0,21;20;19;15;10;9;5;4;11;,64;61;57;43;26;23;11;10;,0830;0838;0846;0850;0903;0908;0918;0920;0927;,510.00;518.30;526.31;530.34;543.23;548.92;558.33;560.70;567.83;
1235,21,12,0,21,12,p,AM,300,0,32,10,0,0,0,21;24;13;12;,66;74;38;,0830;0841;0859;0902;,510.00;521.97;539.00;542.03;
1236,21,12,2,21,12,p,AM,0,0,51.4,20,19.4161,0,0,21;22;15;14;11;12;,65;67;44;40;33;,0830;0833;0842;0854;0907;0921;,510.00;513.94;522.63;534.92;547.88;561.45;
